id,text,label,wmd_rate
28,biblioteca virtual saúde dsts transmitidas principalmente contato sexual uso preservativo pessoa infectada geralmente manifestam meio bolhas feridas corrimentos,argumento,0.799299241680002
29,combater aumento dsts jovens brasil,tese,0.8373015858390015
29,número jovens infectados dsts doenças sexualmente transmissíveis verticalizado,tese,0.8220634795220015
29,aumento número jovens acometidos doenças sexuais reflexo direto queda campanhas eficientes preservação estímulo prática sexo seguro,argumento,0.8007139698700015
29,atingir jovens século xxi propagandas devem incluir novas mídias sociais exemplo internet,argumento,0.7936596731540015
29,bastasse falha governamental difundir esclarecimentos pais sentem dificuldades hora tratar tema filhos,argumento,0.8077101877910016
29,urgência combater mau,argumento,0.8194250966030016
29,governo precisa parceria ministérios saúde telecomunicações realizar parcerias público-privada disponibilizando anúncios prevenção novas mídias,PI,0.8267049003250009
29,ministério educação mec deve proporcionar palestras escolas temas saúde sexual abrindo espaço pais acompanhem infantes adolescentes durantes discussõe,PI,0.804062937282002
29,união pais alunos escola torna tema menos incômodo fácil debatido além dar sensação assunto sério precisa abordado desde infância repassado geração geração,PI,0.779313112781001
29,segundo organização unaids brasil figura atualmente primeiros lugares ranking países apresentam novos casos aids outras dsts,argumento,0.8131191514090016
29,aliado eficiência coquetéis antivirais faz adolescentes ideia errada aids problema superado infectados dsts podem levar vida longa temor males doenças provocam,argumento,0.7900550943040023
30,indubitável medidas provindas ministério saúde ministério educação combater aumento dsts jovens brasileiros,tese,0.8242419525120015
30,tendo vista números crescem dia após dia desinformação jovens fator preponderante aumento desses números,argumento,0.8018837957530012
30,visível nível desinformação população jovem pois envolvem alguém momentaneamente maneira inconsequente,argumento,0.708896775275002
30,esclarecer jovens uso camisinha vai além prevenção gravidez indesejada,PI,0.780438320477002
30,necessário contato pessoas convivem tais doenças possam entender dsts tão devastadoras qualquer outras enfermidades,PI,0.7694646054970009
30,grande número portadores devido conhecimento doença reforça ainda importância informação,argumento,0.7643063622280014
30,necessário ministério educação proponha debates psicólogos possam discutir respeito impasse saúde brasileira,PI,0.8078474984370015
30,importante ministério saúde intensifique número campanhas prevenção meio meios comunicação,PI,0.8212433614710013
31,liquidez humana pressão social fatores configuram continuidade dessa problemática,tese,0.792588547634002
31,modernidade líquida fato responsável permanência suicídio,argumento,0.8115073166440013
31,contemporaneidade relações interpessoais efêmeras,argumento,0.8299963684000016
31,falta interação resguardo sentimental podem provocar desenvolvimento danos psíquicos situações alarmantes causam ato suicida,argumento,0.7947077887140009
31,pressão coletiva desampara jovens,argumento,0.8232875997480016
31,fato social nomeia coercitivo induz confirmação desses regras sociedade,argumento,0.799254120637002
31,cabe governo federal meio ministério saúde parceria escolas postos saúde direcionar profissionais saúde mental psicólogos psiquiatras contratados concurso público fim tratar orientar debater alunos pais todos frequentadores desses âmbitos fatos supracitados,PI,0.8062855799200006
31,ministério comunicações cabe elaborar campanhas mediáticas consequências causadas pressão social indivíduo propósito desempenhar reflexão imbróglio,PI,0.7959235821090014
31,nesse contexto suicídio ainda visível sociedade hodierna,tese,0.7685186053860011
31,ocorre porque sociedade determina costume estar mercado trabalho faculdade exerce pressão mormente jovens atingirem metas,argumento,0.7590022945980013
32,torna-se imprescindível analisar possíveis razões cenário perturbador,tese,0.7947271216980011
32,vulnerabilidade saúde mental jovem tornando-o suscetível patologias depressão podem levar suicídio tratada,argumento,0.7959161376050016
32,significância bem-estar psicológico portanto deve menosprezada,argumento,0.7546442877260013
32,juventude si racionalizada causa alterações hábitos níveis elevados estresse pais professores,argumento,0.8087033639650019
32,falta informação acerca sinais depressão ansiedade corrobora assim número casos suicídio,argumento,0.7697398501120019
32,suicídio juvenil país problema cuja solução requer medidas visando amparo psicológico adolescentes,argumento,0.7824690377760015
32,mister estado torne obrigatória assistência psicológica instituições ensino públicas privadas ensino médio superior,PI,0.8277259500840011
32,escolas devem realizar palestras informativas voltadas pais conscientizando-os sintomas comuns depressão fatores risco suicídio,PI,0.7965219746250009
32,ultrarromantismo corrente literária século xix caracterizava-se desilusão adolescente obsessão morte,tese,0.8306641430030014
32,traços dialogam forma inquietante realidade contemporânea brasileira autocídio terceira maior causa óbitos jovens segundo oms organização mundial saúde,tese,0.7944031356820019
32,princípio deve-se considerar ainda segundo oms 90 casos suicídios ligados transtornos mentais,argumento,0.7672275236640015
32,disse platão viver bem importante simplesmente viver,argumento,0.8033210912900013
33,saúde mental influências contemporâneas suma importância decisão tirar própria vida,tese,0.8077303268130014
33,saúde mental fator extrema relevância vida indivíduo vive sociedade,argumento,0.7937097806170019
33,problemas depressão relacionamentos situações desfavoráveis gatilho óbito escolha plausível,argumento,0.8066146745550019
33,vivemos mundo globalizado cresce exponencialmente número influenciadores,argumento,0.8315299046280011
33,importante ambientes trabalho escola promovendo socialização todos,PI,0.8156182515510012
33,policiamento pais jovens internet qualquer tipo apologia erradicada,PI,0.8103326562250016
33,problema suicídio jovens brasileiros importante deve combatido sociedade,argumento,0.8048566135810016
33,medidas devem tomadas promover socialização grupos apoio precisam melhorar saúde mental limites menores internet importante policiamento agências tudo suicídio assunto,PI,0.774367376933002
33,filme “como salvar vida” podemos observar bullying prejudicial saúde mental,argumento,0.7983555814610014
34,observa-se sociedade impõe inúmeras exigências jovens,argumento,0.8140537478910014
34,muitos jovens conseguirem atender “suas obrigações” frustram-se julgam-se inúteis meio vivem sofrendo posteriormente problemas depressivos,argumento,0.7683587533790013
34,observar causas sofrimento muitas dessas relacionadas excessiva pressão social tais indivíduos quais têm buscado atentado contra própria vida fuga desafios,tese,0.781996296682002
34,últimos anos vêm sendo marcados jovens atentam contra própria vida ponto número incidências dessa natureza tornar tamanho,argumento,0.7717682123830015
34,muitos jovens julgados escolhas divergirem padrões estabelecidos dignos corretos meio social,argumento,0.807276049810002
34,homossexualidade onde observados inúmeros jovens depressivos devido bombardeios preconceituosos,argumento,0.793009297481002
34,contínua pressão social psicológica jovens elevado nível sofrimento depressão raro suicídio,argumento,0.8050144490320019
34,precisa derrubada meio maior diálogo jovens responsáveis maior preparação destes lidar tais situações estímulo respeito compreensão próximo,PI,0.7880760290300015
34,responsáveis ainda despreparados tais ocasiões maioria vezes vendo-os apenas seres preguiçosos “cheios frescura”,argumento,0.7594507158990011
34,dois primeiros exemplos estilos vestuário alimentação muitos jovens sofrem bullying optarem vestimentas consideradas sociais dito estilo gótico simplesmente aderirem alimentação saudável vegana sofrendo conseguintemente ataques preconceituosos,argumento,0.7960454697700007
35,tornado cada vez frequente ocorrência suicídios sociedade principalmente adolescentes jovens,argumento,0.8065802883530014
35,tal realidade poderia evitada pequenas percepções pessoas próximas pais familiares professores colegas classe quais atentam mudança comportamental vítima proporcionam auxílio necessário,tese,0.7784487910770023
35,muitos casos violência ignorados pessoas assistem,argumento,0.8066207437850014
35,percebe-se padecente fica exposto atos sociais causando indignação raiva desgosto ambiente frequenta,argumento,0.7832587244250016
35,muitos casos suicídio poderiam evitados caso conhecimento situação indivíduo encontra,argumento,0.7649976126320013
35,mudança comportamento demonstrada através isolamento consumo álcool drogas ilícitas ainda agressividade,argumento,0.7782872321330019
35,suma importância todas pessoas estarem atentas comportamento familiares fim poder agir evitar tragédias levando-as tratamentos acompanhamentos especialistas psicólogos,PI,0.794723503726002
35,escolas meio palestras atividades extracurriculares devem tratar tema maior seriedade corrigindo posturas violentas advertindo solução tal problema,PI,0.7903571878610015
35,sente constrangido situações agressões físicas verbais psicológicas devem procurar assistência autoridades através queixas,PI,0.7867284951400011
35,processo educação deve-se começar base moldando pensamentos crianças cresçam dignidade respeito próximo,PI,0.7974505331080015
35,2017 série 13 reasons why - série americana relata violência sofrida estudante deixa gravado treze motivos levou suicidar - fez mundo olhasse cautela problema adquirindo apoio comunidade internacional certamente evitou muitas tragédias poderiam ocorrer caso passassem despercebidas,argumento,0.752787022223002
36,problemática atual fake news trazem distorção realidade prejudicam indivíduo leitor,tese,0.8018109502000014
36,saber sempre atrelado inúmeras realizações humanas cunho científico religioso antropológico político-econômico,argumento,0.801739021595002
36,conhecimento possibilitou humanidade conhecer complexos vida permitiu difusão informações mundo,argumento,0.7838575161320014
36,discutir acerca cenário formalizar reflexão negativas quais cidadão enfrentará,argumento,0.7936838660210019
36,percebe-se quão difícil situação daqueles buscam informações verdadeiras,argumento,0.7721121109130015
36,combate notícias falsas começa partir momento caráter sensibilidade próximo acima simples conscientização,argumento,0.7834133697650015
36,constata-se influência digital mundo moderno uso fins maliciosos dentro dessas plataformas gerar informações dúbias contexto,argumento,0.8043807279050013
36,pertinente corpo escolar desenvolver projetos junto comunidade venham discutir importância buscar conhecer fontes noticiários propagandas,PI,0.8098215394110013
36,portanto questão conjuntural efetiva injusta principalmente tempos eleições presidenciais cujas propagandas exemplo eleições estados unidos 2016 utilizaram informações hipócritas difamar oponente construindo dessa maneira ambiente antiético conflituoso cheio discussões xingamentos desnecessários,argumento,0.7368329008720006
37,contemporaneidade fakes news afetam modo extraordinário rotina brasileiros,tese,0.8111425420190016
37,hoax notícias falsas mudam pensamento leitor,argumento,0.8191241617930014
37,próprio canal deveria informar população possui objetivo contrário manipulação,argumento,0.783423957213002
37,mídias sociais extrema importância ano eleitorais pois têm objetivo potencial massificação determinada informação atingindo grande público leitores,argumento,0.7503166447820016
37,faz mídias sociais campo ideal político utilizam hoax disseminarem conteúdo ideológico político cultural verdadeiro,argumento,0.7864260190490011
37,governo meio ministério comunicação aliado meios disseminação massa rádio televisão internet deve informar população analisar informações notícias recebidas,PI,0.812169177286002
37,cabe indivíduo social voluntário fiscalizar determinado canal possui alguma notícia falsa caso possua denunciar ministério público mp meio social altruísta principalmente verdadeiro,PI,0.7566211219230012
37,mito caverna filósofo platão afirma morador sair ignorância dever avisar indivíduos verdade esclarecer determinado fato existe,argumento,0.7653601803990016
38,problema disseminação massa notícias falsas muitas vezes prejudicam cobertura profissional imprensa principalmente ano eleições presidenciais,tese,0.7935721122530014
38,todos filtram conteúdo recebem interpretam notícia candidato leem final compartilhando informações falsas criando enorme cadeia mentiras sistema global redes computadores,argumento,0.7989503410220019
38,realidade política pós-verdade relevância notícias falsas aumentou,argumento,0.8056657958780012
38,reforçam algum ideal político ajudando fortalecer crenças geralmente apelativas emocionalmente,argumento,0.7770337891650014
38,vê-se aplicação distribuição deliberada conteúdos falsos boatos internet,argumento,0.8063720607900016
38,estado meio criação comitê checar informações falsas veiculadas internet pode informar empresa responsável hospedagem site consequência bloquear fonte renda indivíduos fazem tipo ação,PI,0.7965078069780007
38,sociedade deve colaborar capacitando cidadãos através oficinas cursos gratuitos identificar filtrar conteúdos falsos web,PI,0.8028453952910009
38,cabe mídias sociais auxiliarem usuários conscientizando quanto compartilhamento boatos mentiras rede denunciando notícias falsas spam punindo autores bloqueio contas respectivas redes sociais,PI,0.7884551838590012
38,patrocinadas pessoas envolvidas adversários políticos financiadas indústria cliques criada grandes plataformas propaganda digital,argumento,0.8304530886290011
38,incomum diariamente receber informações inverídicas via redes sociais apesar mídias socias serem usadas ferramenta trabalho jornalistas,argumento,0.8022242601500016
39,preciso enfrentar fenômeno propagação notícias falsas pois contrário decisões desprovidas senso crítico irão compor cenário eleições presidenciais,tese,0.7593649950280015
39,viralização informações equivocadas meios comunicação “aprisiona” indivíduo,argumento,0.8135762721520011
39,cegueira intelectual assola cada vez país,argumento,0.8059773653230013
39,propagação conteúdos errôneos corrobora geração pessoas visões restritas preconceituosas,argumento,0.812266875338002
39,disseminação desses conteúdos equivocados pode usado tática favorecer determinadas ideologias pessoas visam cargos políticos,argumento,0.7779090952420009
39,notícias midiáticas reguladas podem impactar decisões eleitores sobrepondo pensamento críticos desses,argumento,0.797301231102002
39,imprescindível portanto órgãos governo criem projetos lei tange criminalização notícias falsas punição propagadores dessas notícia,PI,0.7745868986250014
39,setores educação- escolas universidades- principais meios instrução devem instigar jovens buscar informações diferentes fontes notícias meio indicação sites confiáveis diversos,PI,0.8090810914320019
39,notório durante eleições atual presidente estados unidos donald trump quais difundiu diversas notícias enaltecedoras líder seduzindo eleitores duas decisões segundo site notícia el país,argumento,0.7938383264120008
40,campo midiático potencial manipular opinião pública trazendo consequências decisões eleitorais enfraquecimento democracia,tese,0.8079566793780015
40,uso poder informação favorecer líderes políticos algo recente,argumento,0.7784158468460015
40,necessidade culto líder corrobora alterações informações forma ampliar impacto dessa propaganda opinião pública,argumento,0.7998876775990011
40,prática modificar notícias favorecer determinados interesses abre portas novo fenômeno contemporaneidade,argumento,0.8026827720020019
40,fenômeno justifica grande parte impasses políticos,argumento,0.8140529256170013
40,decisões políticas vão perdendo caráter democrático dando espaço viés oligárquico favorecendo poucos,argumento,0.7942565069530015
40,imprescindível autoridades poder legislativo elaborem projetos lei voltados fiscalização punição plataformas midiáticas permitem propagação informações manipuladas fito evitar tal difusão,PI,0.7883954910440019
40,escolas meio educadores devem orientar educandos selecionar determinadas notícias maneira instigá-los procurar diferentes fontes analisar veracidade sempre buscando manter posicionamento crítico,PI,0.7714182500770024
40,desde século xx durante guerra mundial principais ferramentas divulgação enaltecimento ideologia nazista propagandas televisivas jornalísticas quais difundiam informações cunho político ideológico favorecer imagem presidente,argumento,0.8106525856850006
40,tal situação evidente sociedade perde liberdade pensar si diante meios digitais cada vez bombardeiam informações fim fazê-los pensar maneira desses portanto beneficiar interesses particulares exemplo obter êxito cargos liderança,argumento,0.745113775156001
41,frequentes casos preconceitos sofridos negros mostram grupo ainda experimenta direitos existentes,tese,0.7877383134850019
41,fator histórico determinante construção figura negro brasil,argumento,0.8303799828870012
41,conjunto fatores contribuiu construção sociocultural grupo longo tempo refletindo problemas sociais passam atualmente tais preconceito racial exclusão social,argumento,0.757293851299002
41,empecilhos mantidos passado manifestam outras formas dias atuais,argumento,0.8125655190030016
41,alta incidência violência negros evidenciados estatísticas afirmam cada dia 66 óbitos grupo,argumento,0.8010864130770015
41,vê-se permanência abandono marginalização comuns período escravidão,argumento,0.8222362048440012
41,ministério educação mec promova investimentos inserção conteúdos didáticos currículo escolar acerca papel importante negro representou construção sociocultural país,PI,0.773809157914002
41,poder legislativo meio autoridades devem ampliar cotas raciais universitárias bem acréscimo vagas campo profissional,PI,0.7983331653580009
41,efeito necessário entender origens problemática posteriormente buscar caminhos combater efeitos,tese,0.7939422086520014
41,pode notório partir chegada grupo terras brasileiras trabalhar escravos submetidos condições precárias desde viagem- chamados navios negreiros- instalação ambientes conhecidos senzalas segregados convívio social restante sociedade,argumento,0.7950367759720007
41,outrossim além castigos corporais trabalhos compulsórios ocupavam base pirâmide hierarquia social,argumento,0.7848749547620019
41,exemplos disso desigualdades oportunidades refletem pequeno número negros universitários sendo composição brasileira majoritariamente preta parda,argumento,0.7790199720340013
42,afrodescendentes brasileiros atualidade têm duplo desafio lado fugir estigmas sociais impostos raça outro lado afrontar preconceito racial velado existente sociedade brasileira,tese,0.800182489528002
42,abolição escravidão ocidente determinada menos inspiração ideais humanistas necessidade nações recém-industrializadas mercado consumidor amplo,argumento,0.782334227583001
42,embora estatuto igualdade racial exista desde 2010 dados recentes onu organização nações unidas afirmam cada 23 minutos jovem negro morto brasil,argumento,0.7512815962480024
42,obstáculos vida pessoa afrodescendente - violência - vitimiza sobretudo membros dessa etnia,argumento,0.7930965508510013
42,problema agrava ainda força policial estatal causadoras agressões infligidas contra população,argumento,0.7949357247320019
42,preconceito étnico implícito sociedade brasileira outra mazela pessoas negras deparam,argumento,0.8087180298790013
42,tipo racismo manifesta forma agressiva violenta injúria racial pode verificado várias situações cotidianas,argumento,0.7885077770180011
42,afrobrasileiros enfrentam tempo desigualdade social racismo velado,argumento,0.8150256783890011
42,imprescindível estado brasileiro amplie número vagas universitárias destinadas membros população negra,PI,0.816414443076002
43,racismo ainda existe país muitos passos devem dados alcançar atenuaçã,tese,0.7571198609330013
43,população negra brasileira desde liberta escravidão exposta condições socioeconômicas secundárias levou margens sociedade,argumento,0.8006351715280011
43,atual cenário coberto desafios enfrentados negros brasil fruto construção histórica reflete ainda hoje,argumento,0.7999749103980012
43,panorama visto notícias relatadas mídia pesquisas realizadas apontam desigualdades correntes frente população preta parda brasileira,argumento,0.8244241209790013
43,tudo fruto racismo imputado indivíduos ainda faz latente país cuja população composta 55 pessoas pretas pardas,argumento,0.7403250048720015
43,mostra contraste social visível complexo superioridade brancos relação negros preconceito velado,argumento,0.805369472847002
43,observa-se racismo real caminhos enfrentá-lo longos árduos impossíveis,argumento,0.7939044984700016
43,essencial papel escola conjunto família refere ensinar pessoas desde criança respeito próximo fazendo-as entender todos iguais independente cor,PI,0.7857896306470019
43,reforço parte estado formulação ações afirmativas cotas exemplo dá visibilidade acesso pessoas pretas pardas situação vulnerabilidade socioeconômica ambientes universitários,PI,0.7917835095990008
43,mídia forte aliada luta contra discriminação racial meio propagandas reforcem igualdade qualquer cidadão,PI,0.8051080154220012
43,periferias cidades exemplo tornaram-se locais majoritários habitação,argumento,0.826349637383001
43,além disso escravo recém-liberto dificuldade conseguir emprego remunerado absurda pois sociedade maioria tratava repúdio,argumento,0.7174352029970009
43,entretanto constituição federal 1988 garante todos indivíduos iguais perante lei estando sob mesmos direitos deveres,argumento,0.7588238687880015
43,segundo mapa violência homem negro possui 12 vezes chances vítima assassinato comparado branco,argumento,0.7838069687000012
44,acabar problemática envolve mudanças vários âmbitos sociedade fim igualdade racial possa prevalecer,tese,0.7849849879460015
44,formando maioria hodiernamente ainda sofrem preconceito discriminação exclusão social,tese,0.778809195308002
44,notam-se desafios mercado trabalho geralmente negros ocupam posições menos privilegiadas mal remuneradas,argumento,0.7903551310870016
44,falta oportunidades crescimento profissional oferecidas população negra fomenta tal segregação,argumento,0.7986643849940014
44,inclusão cada vez negros cargos formados majoritariamente brancos forma mudar cenário hodierno garantir representatividade grupo,argumento,0.7985487998600014
44,negros ainda sofrem diariamente violência física verbal tanto convívio social quanto através internet dificilmente amparados leis,argumento,0.7477064604500016
44,amparo legal eficiente pode atenuar práticas racistas,PI,0.7921818303390012
44,desafios enfrentados negros concentram-se diversas esferas sociedade,argumento,0.8185655704060011
44,necessidade intensificação criação leis severas meio governo federal amparem crimes específicos contra negros país,PI,0.8118035031610009
44,caso apresentadora maju coutinho sofreu ataques racistas rede social 2015 apontou tal problemática raramente agressores definitivamente punidos,argumento,0.7536601571320015
44,dessa forma possível progressivamente acabar descriminação preconceitos contra população negra país bem colocar prática ideais revolucionário martin luther king “eu sonho sonho ver filhos julgados personalidade cor pele”,PI,0.780639615182001
45,preciso analisar base sociedade brasileira educação influenciaram problemática questão,tese,0.786276699730002
45,país bate recorde refere discriminação racial,tese,0.8240970920340013
45,desde primórdios sociedade possível perceber preconceito presente mundo inteiro,argumento,0.802640135472002
45,situação estende dias atuais,argumento,0.8106882602880016
45,educação fator determinante nessa problemática,argumento,0.8127137597520016
45,questão discriminação racial deve revista,argumento,0.8080384122900015
45,indubitável governo derrube concepção supremacia racial meio políticas públicas programas infantis torne penas racismo severas,PI,0.8065171498090012
45,preciso alto investimento capacitação professores estruturas escolas materiais oferecidos alunos,PI,0.8263163722640013
45,assim nelson mandela dizia “ninguém nasce odiando outra pessoa cor pele origem ainda religião”,argumento,0.745976533603001
45,odiar pessoas precisam aprender podem aprender odiar podem ensinadas amar,argumento,0.8032255187660019
46,necessitando medidas crime extinto sociedade ambiente social passe saudável harmônico,tese,0.8018185953740014
46,notável herança cultural patriarcal brasil afeta cotidiano várias mulheres,argumento,0.813448643673002
46,relacionado feminicídio adianta criar várias leis barram concepção patriarcalista fazer devida fiscalização modo correto gerando feito vago,argumento,0.7633982587780016
46,assassinatos mulheres brasil ganharam pauta veículos disseminação massa,argumento,0.8063593473890015
46,extrema importância televisão rádio canais informem população relevância medidas contra crime meio debates públicos eventos culturais,PI,0.8198944327320016
46,medidas governo mídias sociais precisam estabelecidas feminicídio extinto sociedade,PI,0.817364995887002
46,governo meio ministério justiça adjunto política nacional enfrentamento violência contra mulheres débito garantir praticam tais atos devidamente punidos brasil,PI,0.7975871871860007
46,meios comunicações massa associados voluntários podem distribuir panfletos locais grande movimentação pessoas informando importância denúncia meio chegar bem estar social,PI,0.794859574971002
46,filósofo alemão christoph turcke afirma faz propaganda comunica,argumento,0.8185410524550015
47,sociedade culturalmente patriarcal arraigada machismo preconceito conservadorismo faz-se necessário debates violência contra mulher métodos maiores probabilidades resolver empasse,tese,0.794288316350002
47,taxa homicídios estupros violência doméstica altíssima brasil,argumento,0.8373114611710011
47,muitas mulheres vivem anos nesse contexto inúmeros motivos,argumento,0.7900759321250016
47,lei responsável evitar milhares casos violência doméstica país,argumento,0.8175673140550015
47,deveria oferecido apoio multidisciplinar inclusive psicológico financeiro mulher possa tomar decisão romper relação abusiva condições manter,PI,0.7757165901900016
47,torna-se necessário mecanismos eficazes defesas mulheres desde treinamentos policiais melhor acolhimento assistência psicológica tanto vítima quanto agressor,PI,0.7718670865490016
47,sensibilização intermédio meios comunicação tevê através novelas,PI,0.8303040015350012
47,necessário mudança ensinamentos crianças realizadas somente escolas lar,PI,0.8015447341070016
47,necessário palestras psicólogos professores forma orientar pais educar filhos maneira igualitária,PI,0.810181802444002
47,deve ensinamentos conservadores passados gerações mulheres educadas serem submissas homem líder casa alguns casos padrão pode possibilitar desvalorização mulher aparência física passividade meio agressões físicas humilhações difamações,argumento,0.7911255712410004
47,violência pode advir companheiro ex-companheiro familiares,argumento,0.7975949109550013
47,muitas mulheres sofrem violações desconhecidos lugares públicos argumento usa-se vestimentas curtas locais impróprios horários,argumento,0.8007626986520009
47,tratadas meros objetos descartáveis agressor ignora qualquer trauma advindo episódio,argumento,0.7902504770380013
47,fala jean-paul sartre “a violência maneira manifesta sempre derrota,argumento,0.7907539917210019
48,apesar criação leis punem violência gênero índice mortes mulheres país ainda alto precisa combatido,tese,0.776527859604001
48,brasil ocorrem inúmeros casos violência mulher resultantes morte caracterizando feminicídio,argumento,0.7847680983020013
48,dados alarmantes resultados herança cultural homem acredita dono mulher deve estar sujeita cumprir ordens,argumento,0.7938248138170009
48,existe discriminação gênero tendo exemplo desigualdade assédio agressão verbal,argumento,0.793357642148002
48,maioria casos feminicídio cometidos próprios familiares cônjuges ex-parceiros vítimas,argumento,0.813243888980002
48,ressalta importância denúncia maioria vezes negado vítima viver constantes ameaças diversos tipos violência,argumento,0.7933472983290011
48,grande importância governo desestruturar dogmas machistas meio leis visem igualdade direitos salários iguais homens mulheres,PI,0.7994799342210014
48,expor assédio diversos tipos tipos violência agressão verbal crimes puníveis multa prisão,PI,0.8087367962990016
48,criação campanhas publicitárias massa mídias alertando informando denunciar orgãos especializados,PI,0.8316007042590013
48,acordo organização mundial saúde oms número mulheres mortas média 4 8 cada 100 mil habitantes,argumento,0.8136089889470013
48,tais crimes cometidos contra mulheres ocorrem frequência podem observados diversos locais emprego esportes igrejas,argumento,0.7877027222600009
48,ainda casos mulheres dependentes financeiramente atacante acreditam caso indivíduo preso podem passar dificuldades financeiras resultando omissão denúncia,argumento,0.7534101977660016
49,feminicídio brasil representa novo fator combatido figura feminina,tese,0.8015648623430016
49,violência contínua contra mulher além fruto herança histórica dá cultura machista ainda impera tempos atuais,tese,0.7649413060240013
49,atitudes discriminatórias contra mulher recorrentes antiguidade,argumento,0.8236270386110014
49,preciso desconstruir ideia preconceituosa espaço mulher deve necessariamente inserida,PI,0.776028604957002
49,supremacia masculina ainda forte atualidade bem sentimento propriedade mulher mulher refletindo portanto ações violentas,argumento,0.7623869466550012
49,luta feminina busca maior independência proteção contra agressões ainda realidade,argumento,0.7949368573570014
49,autoridades políticas meio verbas leis invistam órgãos denúncia bem agentes segurança mulher forma melhorar atendimento atuação desses funcionários contratação profissionais polícia capacitação,PI,0.807954435376001
49,educação meio aulas didáticas escolas deve ampliar conhecimento educandos acerca igualdade gêneros,PI,0.8096946539400015
49,comprova-se fontes históricas bem artes quais nítidas música “mulheres atenas” compositor chico buarque evidenciam submissão figura feminina ordens masculinas quais resumiam cuidados lar filhos,argumento,0.8043111659710009
49,notório dados divulgados oms- organização mundial saúde- quais afirmam cada cem mil mulheres quase cinco mil assassinadas brasil,argumento,0.810313103244002
50,aspectos devem considerados relação legado histórico-cultural desrespeito leis,tese,0.8047431547560016
50,violência abusos sofridos mulher problemas recorrentes brasil,tese,0.8280338673890011
50,mulheres vítimas contexto histórico-cultural machismo enraizado sociedade forma implícita,argumento,0.8074756287190019
50,acaba tornando-se ineficaz falta esclarecimentos,argumento,0.8143855776700016
50,muitas mulheres têm medo denunciarem agressores sofrerem ainda violência,argumento,0.779578576891002
50,dever estado proteger mulheres leis punições severas campanhas esclarecimentos tais leis principalmente programa eficaz proteção mulheres vítimas agressão fazem denúncia direito acompanhamento psicológico,PI,0.7939544202090008
50,assim maior investimento educação intuito formar cidadãos conscientes comprometidos garantir bem-estar próximo,PI,0.7793002587980016
50,segundo história mulher sempre vista inferior relação homem pode-se comprovar fato terem direito voto escolaridade ingressar mercado trabalho outras coisas tempo oposto,tese,0.7825434156930009
50,parâmetros definem violência doméstica contra mulher vez estabelecidos lei maria penha desde 2006,argumento,0.8045424902080012
50,acometedores muitas vezes desinformados quanto lei acabam saberem podem seriamente punidos tais atos,argumento,0.7524644705790011
51,segundo organização nações unidas – onu “a problematização criminalidade jovens brasil tangencia fatores sociais econômicos políticos acima tudo educacionais”,nao_argumento,0.783608116009002
52,logo questão sistêmica agregar deficiências sérias nesses setores influenciar realidade descaso – desemprego má distribuição renda educação básica questionável apresentar baixos índices avaliações índice desenvolvimento educação básica ideb outros,nao_argumento,0.7719023670950009
55,modo adianta abordar mudanças educação criança adolescente distintos segmentos sociais fatores citados cima mostram inúmeros desequilíbrios sociedade,nao_argumento,0.7926560375390016
57,medidas ajudariam construir brasil onde jovem precisaria sair escola procurar trabalho torná-los vulneráveis drogas,nao_argumento,0.757860546830001
58,último necessário estado forte comprometido população adequando gestões façam diferença sociedade,nao_argumento,0.803129914116002
59,ademais outras intervenções sociais podem ajudar resolver problema,nao_argumento,0.7773431700030015
62,tanto realizando mudanças país justo desenvolveria pessoas éticas socialmente,nao_argumento,0.7701418574650019
63,criminalidade jovens brasileiros 12 17 anos brasil sofreu aumento significativo últimos anos segundo fórum brasileiro segurança pública,nao_argumento,0.7919091461400015
68,devido decadência sistema público ensino evasão escolar jovens baixa renda alta caso jovem conclua ensino básico cotas inclusão suficientes atender demanda deste grupo relação qualificação profissional inserção mercado trabalho,nao_argumento,0.7980433698910008
72,resolver problema governo deverá atuar três áreas esporte profissional educacional,nao_argumento,0.7845904765080014
73,importante dessas áreas educacional,nao_argumento,0.8346656042840016
74,estudos revelaram alto índice evasão escolar país,nao_argumento,0.8382063237970011
80,último menos importante área esportiva,nao_argumento,0.8222195611680015
81,sabe benefícios esporte traz saúde física além disso existem benefícios formação caráter jovens,nao_argumento,0.7673574308540011
85,filme norte americano “coach carter treino vida” diretor tomas carter revelado quão imersos criminalidade jovens zona pobre richmond califórnia trabalho rígido treinador basquete educar moralmente atletas,nao_argumento,0.8120387535560007
89,embora equivocada proposta alteração legislativa assim treinador carter ligou rigorosamente jovens brasileiros podem receber tratamento ameno,nao_argumento,0.7490279327110015
91,fica evidente dispositivos generosos progressão pena constante código penal estatuto criança adolescente – eca prevê penas duras menores reincidentes,nao_argumento,0.770426279014002
92,diante dessa aparente falta medidas disciplinares eficientes ilógico imaginar fácil desobediência jovens legislação vigente,nao_argumento,0.7812588413260009
93,frente explanado situação jovens brasileiros mergulhados criminalidade grave tanto próprios sociedade fica ainda aterrorizada,nao_argumento,0.7744140234370009
95,2017 dado proferido organização nações unidas onu delineou brasil sétimo país maiores taxas morte jovens,nao_argumento,0.8122099534350014
96,nessa perspectiva apesar recente tal pesquisa reflete cenário alicerçado formação desigual país portanto mostra-se ineficaz garantir efetivamente normas necessárias desenvolvimento sujeito,nao_argumento,0.7520511302210025
